ID DGE;Nombre Playa o ZBM;Municipio;Isla;Provincia;Grado de Protección;Afluencia maxima anual;Riesgo;Playa o ZBM;Bandera azul;Acceso PMR;Ducha adaptada;Aseo adaptado;Baño asistido;Sombra PMR;Aparcamientos;Aseo;Lavapies;Duchas;Alquiler de sombrillas;Alquiler de hamacas;Alquiler nautico;Area Infantil;Area Deportiva;Longitud (m);Anchura (m);Composición;Color;Condiciones de baño;Condiciones de entorno;Condiciones de acceso;Carga poblacional;Latitud (º);Longitud (º);Fecha de última actualización
207031200;La Arena;Arrecife;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"115";"10";Grava / Arena;Dorada;Aguas tranquilas;Semiurbana;A pie fácil;entre 20.000 y 100.000;"28°58'24.32477045""N";"13°31'52.77960579""W";7/12/2023
207031300;El Castillo;Arrecife;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"30";"10";Arena;Blanca;Oleaje moderado;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°57'22.21650490""N";"13°32'56.03938417""W";7/12/2023
207031400;El Reducto;Arrecife;Lanzarote;Las Palmas;Moderado;Media;Medio;Playa;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;No;Si;"685";"45";Arena / Roca;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°57'29.07532036""N";"13°33'23.38130664""W";7/12/2023
207031500;El Cable;Arrecife;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"315";"18";Arena;Dorada;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°57'17.82433394""N";"13°34'31.74931534""W";7/12/2023
207031600;La Concha;Arrecife;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"250";"80";Arena;Dorada;Aguas tranquilas;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°57'14.72009972""N";"13°34'54.55514928""W";7/12/2023
207031700;Las Caletas;Arrecife;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;"400";"7";Callaos / Roca / Arena;Blanca;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°58'51.52677053""N";"13°30'57.10084852""W";7/12/2023
208033100;El Embarcadero;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"180";"10";Arena;Dorada;Oleaje moderado / Ventosa;Aislada;A pie difícil / Barco;entre 5.000 y 20.000;"29°12'10.78605572""N";"13°30'12.50881182""W";7/12/2023
208033200;Bajo Risco;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"845";"20";Arena;Dorada;Oleaje moderado / Ventosa;Aislada;A pie difícil / Barco;entre 5.000 y 20.000;"29°12'46.62377858""N";"13°29'48.67820801""W";7/12/2023
208033300;Playa de Atrás;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"300";"10";Callaos / Arena;Dorada;Oleaje fuerte / Ventosa;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"29°13'27.22641684""N";"13°27'40.63470606""W";27/3/2025
208033400;Caletón Blanco;Haría;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"250";"40";Roca / Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"29°12'59.37123802""N";"13°26'33.50320369""W";7/12/2023
208033600;El Banquito;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"75";"40";Callaos / Roca / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie difícil;entre 5.000 y 20.000;"29°12'34.63176618""N";"13°26'01.03640707""W";7/12/2023
208033700;Caleta del Mojón;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"200";"40";Roca / Grava / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie difícil;entre 5.000 y 20.000;"29°12'26.64040161""N";"13°25'44.81909252""W";7/12/2023
208033800;Playa de Punta del Palo;Haría;Lanzarote;Las Palmas;Moderado;Media;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"300";"30";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 5.000 y 20.000;"29°12'17.56177760""N";"13°25'25.40947165""W";7/12/2023
208033900;Playa de Punta Prieta;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"160";"15";Callaos / Roca;Oscura;Oleaje moderado / Ventosa;Aislada;A pie difícil;entre 5.000 y 20.000;"29°12'07.36954348""N";"13°25'17.32186104""W";7/12/2023
208034000;Punta Prieta;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"90";"30";Callaos / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 5.000 y 20.000;"29°11'59.93363126""N";"13°25'16.87887100""W";7/12/2023
208034100;La Caleta;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"45";"15";Callaos / Roca / Arena;Blanca;Oleaje fuerte;Aislada;A pie fácil;entre 5.000 y 20.000;"29°11'47.83275658""N";"13°25'14.26850600""W";7/12/2023
208034200;La Escama;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"40";"10";Callaos / Roca / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 5.000 y 20.000;"29°10'22.31727119""N";"13°25'34.78451338""W";7/12/2023
208034300;Caleta del Guincho;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"70";"6";Callaos / Roca / Grava;;Oleaje moderado / Ventosa;Aislada;A pie difícil;entre 5.000 y 20.000;"29°10'06.82652480""N";"13°25'40.17732072""W";7/12/2023
208034400;Punta Escamas;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"190";"8";Callaos / Roca / Arena;Blanca;Oleaje fuerte;Aislada;A pie difícil;entre 5.000 y 20.000;"29°09'57.94832747""N";"13°25'28.30969308""W";7/12/2023
208034500;Los Bonacibles;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"280";"20";Callaos / Roca / Arena;Blanca;Oleaje moderado;Aislada;A pie difícil;entre 5.000 y 20.000;"29°09'34.03332181""N";"13°25'40.31207282""W";7/12/2023
208034600;Bajo jameos;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"200";"20";Callaos / Roca / Arena;Blanca;Oleaje moderado;Aislada;A pie fácil;entre 5.000 y 20.000;"29°09'16.62731738""N";"13°25'44.88577084""W";7/12/2023
208034700;Baja Piquiento;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"100";"25";Callaos / Roca / Arena;Blanca;Oleaje moderado;Aislada;A pie fácil;entre 5.000 y 20.000;"29°09'13.32901477""N";"13°26'05.79533924""W";7/12/2023
208034800;Caleta de José María;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"180";"10";Callaos / Roca / Grava / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 5.000 y 20.000;"29°09'06.71234090""N";"13°26'18.15355976""W";7/12/2023
208034900;Punta Burro;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"125";"3";Callaos / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 5.000 y 20.000;"29°08'58.27834046""N";"13°26'31.03441599""W";7/12/2023
208035000;Las Sebas;Haría;Lanzarote;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"75";"4";Cemento;;Aguas tranquilas;Urbana;A pie difícil;entre 5.000 y 20.000;"29°08'49.70549450""N";"13°26'47.02898750""W";7/12/2023
208035100;Playa Grande;Haría;Lanzarote;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"55";"2";Callaos / Grava / Arena;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°08'38.32026502""N";"13°26'59.05631834""W";7/12/2023
208035200;Piscina del Cura;Haría;Lanzarote;Las Palmas;null;null;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"112";"17";Roca / Arena;;;Urbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°08'28.29226996""N";"13°27'06.04727813""W";7/12/2023
208035300;Piscina El Pichón;Haría;Lanzarote;Las Palmas;null;null;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"147";"18";Cemento / Roca;;;Urbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°08'33.51593665""N";"13°27'02.17476765""W";7/12/2023
208035400;Caleta del Campo;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"50";"6";Callaos / Roca;;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°08'16.32647576""N";"13°27'20.46584479""W";7/12/2023
208035500;El Charcón;Haría;Lanzarote;Las Palmas;Moderado;Media;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"15";"4";Roca / Arena;Blanca;Aguas tranquilas;Semiurbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°07'56.53749863""N";"13°27'34.01089246""W";7/12/2023
208035600;La Garita;Haría;Lanzarote;Las Palmas;Alto;Alta;;Playa;No;No;null;null;null;null;Si;Si;No;Si;No;No;No;Si;Si;"810";"10";Callaos / Arena;Dorada;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°07'28.66164479""N";"13°27'53.82070624""W";7/12/2023
208035700;Playa Marina;Haría;Lanzarote;Las Palmas;Bajo;Baja;;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"80";"8";Callaos / Roca;;Aguas tranquilas;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"29°06'56.75419191""N";"13°27'50.68389255""W";7/12/2023
208035800;Vaya Querida;Haría;Lanzarote;Las Palmas;Bajo;Baja;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"30";"5";Roca / Grava / Arena;Oscura;Aguas tranquilas;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"29°06'32.46858093""N";"13°27'29.24157354""W";7/12/2023
208035900;Charco del Palo (Piscina);Haría;Lanzarote;Las Palmas;Alto;Alta;;ZBM;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;Si;"40";"4";Arena / Cemento;Blanca;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°05'05.48303587""N";"13°26'58.68181793""W";7/12/2023
208036000;De Seifio;Haría;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"60";"4";Callaos / Roca / Arena;Blanca;Aguas tranquilas / Ventosa;Aislada;A pie fácil / Coche;entre 5.000 y 20.000;"29°05'45.64769424""N";"13°26'58.27050468""W";7/12/2023
208036100;La Condesa;Haría;Lanzarote;Las Palmas;null;null;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"866";"9";Callaos / Arena;;;Semiurbana;A pie fácil / Coche;entre 5.000 y 20.000;"29°13'14.14696443""N";"13°26'55.47920380""W";7/12/2023
208036200;Punta Fariones;Haría;Lanzarote;Las Palmas;null;null;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"559";"9";Callaos;;;Aislada;A pie difícil;entre 5.000 y 20.000;"29°13'50.13760028""N";"13°28'30.60981859""W";7/12/2023
208036300;La Cala de Punta Fariones;Haría;Lanzarote;Las Palmas;null;null;;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"126";"13";Callaos;;;Aislada;A pie difícil;entre 5.000 y 20.000;"29°13'43.87107286""N";"13°28'37.00141375""W";7/12/2023
209040100;Honda;San Bartolomé;Lanzarote;Las Palmas;Moderado;Media;Bajo;Playa;No;Si;null;null;Si;null;Si;Si;No;Si;No;No;No;Si;Si;"1900";"85";Arena;Dorada;Aguas tranquilas / Ventosa;Urbana;A pie fácil / Coche;entre 5.000 y 20.000;"28°56'58.40890243""N";"13°35'36.90252163""W";7/12/2023
209040200;Guacimeta;San Bartolomé;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"1050";"15";Arena;Blanca;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 5.000 y 20.000;"28°56'41.07040975""N";"13°36'09.31946561""W";7/12/2023
210041100;Playa Caleta del Caballo;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"500";"30";Arena;Blanca;Oleaje moderado;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°07'00.21082466""N";"13°38'23.08112315""W";7/12/2023
210041200;Playa de San Juan;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"100";"12";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"29°07'30.90041392""N";"13°34'27.40073864""W";7/12/2023
210041300;Las Palomas;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"70";"15";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"29°07'13.17758985""N";"13°34'06.99453806""W";7/12/2023
210041400;Playa del Perejil;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"100";"15";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"29°07'20.71181857""N";"13°34'18.73378828""W";7/12/2023
210041500;Bajo Raso;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"80";"16";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°07'15.38705641""N";"13°34'11.58067529""W";7/12/2023
210041600;Playa Caleta de Famara;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;No;No;No;No;No;"190";"15";Callaos / Roca / Arena;Blanca;Oleaje moderado / Ventosa;Urbana;Coche;entre 20.000 y 100.000;"29°07'08.17838940""N";"13°33'54.36185239""W";7/12/2023
210041700;Playa de Famara;Teguise;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;"2800";"25";Bolos / Arena;Dorada;Oleaje fuerte / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°06'56.43531895""N";"13°33'22.42807702""W";7/12/2023
210041800;Charco del Palo;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"40";"4";Roca / Arena;Blanca;Aguas tranquilas / Oleaje Moderado;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°04'51.22509440""N";"13°27'07.10994655""W";7/12/2023
210041900;El Riadero;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"40";"15";Arena / Hormigón;Oscura;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°03'50.28167106""N";"13°27'35.97520849""W";7/12/2023
210042000;Playa Tío Joaquín;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"335";"5";Bolos / Roca;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"29°03'24.64958214""N";"13°27'54.51916548""W";7/12/2023
210042100;Playa Tía Vicenta;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"405";"4";Callaos / Roca / Grava;;Oleaje moderado / Ventosa;Aislada;A pie fácil / Coche;entre 20.000 y 100.000;"29°03'00.23054970""N";"13°27'53.13283099""W";7/12/2023
210042200;Los Charcos (artificial);Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;Si;Si;No;No;No;"215";"5";Arena;Blanca;Aguas tranquilas / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°00'11.72112966""N";"13°28'51.71328909""W";7/12/2023
210042300;Playa de Los Charcos;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;Si;Si;Si;No;No;No;"450";"20";Arena;Blanca;Oleaje moderado / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°00'01.03986339""N";"13°28'53.20718053""W";7/12/2023
210042400;Playa de Las Cucharas;Teguise;Lanzarote;Las Palmas;Moderado;Media;Medio;Playa;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;No;No;No;"640";"20";Arena;Blanca;Oleaje moderado / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°59'57.74777550""N";"13°29'14.29494801""W";7/12/2023
210042500;Playa El Jablillo;Teguise;Lanzarote;Las Palmas;Moderado;Media;Medio;Playa;Si;Si;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;No;No;No;"350";"12";Roca / Arena;Blanca;Aguas tranquilas / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°59'35.70437154""N";"13°29'22.18932577""W";7/12/2023
210042600;Playa Bastián;Teguise;Lanzarote;Las Palmas;Alto;Alta;Bajo;Playa;No;Si;null;null;null;null;Si;Si;Si;Si;Si;Si;No;No;No;"375";"15";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°59'33.89245601""N";"13°29'44.60178233""W";7/12/2023
210042700;Playa del Ancla;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"150";"15";Roca / Arena;Blanca;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°59'10.52299309""N";"13°30'30.25604314""W";7/12/2023
210042800;Las Caletas;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"400";"7";Callaos / Roca / Arena;Blanca;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°58'53.43878409""N";"13°30'55.44956161""W";7/12/2023
210042900;La Laja;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"150";"12";Roca / Arena;Blanca;Aguas tranquilas;Semiurbana;Barco;entre 20.000 y 100.000;"29°13'34.24687123""N";"13°30'38.64358555""W";7/12/2023
210043000;Bahía del Salado;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"1800";"40";Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil;entre 20.000 y 100.000;"29°13'33.73929912""N";"13°30'18.80870052""W";7/12/2023
210043100;La Lajita;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"700";"30";Arena;Blanca;Aguas tranquilas;Aislada;A pie fácil;entre 20.000 y 100.000;"29°13'26.23649578""N";"13°31'07.95267340""W";7/12/2023
210043200;Playa de La Cocina;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"100";"10";Arena;Blanca;Aguas tranquilas;Aislada;A pie difícil;entre 20.000 y 100.000;"29°13'14.31786493""N";"13°32'11.97678118""W";7/12/2023
210043300;Baja del Ganado;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"270";"15";Arena;Blanca;Oleaje fuerte / Ventosa;Aislada;A pie difícil;entre 20.000 y 100.000;"29°15'49.09848373""N";"13°31'18.38317037""W";7/12/2023
210043400;Playa de Las Conchas;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"610";"80";Arena;Blanca;Oleaje fuerte / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"29°16'34.25054924""N";"13°30'55.39722619""W";7/12/2023
210043500;Playa Lambra;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"600";"55";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"29°16'42.73917198""N";"13°29'35.01310774""W";7/12/2023
210043600;Pedro Barba;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"115";"25";Grava / Arena;Blanca;Aguas tranquilas;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°15'40.93732477""N";"13°28'51.10036757""W";7/12/2023
210043700;Morros Colorados;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"45";"6";Callaos /  Grava;;Aguas tranquilas;Aislada;A pie difícil;entre 20.000 y 100.000;"29°15'22.38870200""N";"13°29'13.41467932""W";7/12/2023
210043800;Conejos;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"20";"7";Grava / Arena;Blanca;Aguas tranquilas / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"29°15'11.95593757""N";"13°29'20.02962913""W";7/12/2023
210043900;Playa de Los Conejos;Teguise;Lanzarote;Las Palmas;Bajo;Baja;;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"60";"15";Roca / Arena;Blanca;Oleaje moderado / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"29°15'03.20555292""N";"13°29'21.15802696""W";7/12/2023
210044000;Caleta de Arriba;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"55";"10";Grava / Arena;Blanca;Aguas tranquilas / Ventosa;Aislada;A pie fácil;entre 20.000 y 100.000;"29°14'36.48697739""N";"13°29'33.46692922""W";7/12/2023
210044100;La Sociedad;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"100";"10";Grava / Arena;Blanca;Aguas tranquilas / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"29°13'59.35201659""N";"13°30'01.34442227""W";7/12/2023
210044200;Isla de La Alegranza;Teguise;Lanzarote;Las Palmas;Bajo;Baja;Medio;Playa;No;No;null;null;null;null;No;No;No;No;No;No;No;No;No;"215";"8";Arena;Dorada;Oleaje fuerte / Ventosa;Aislada;Barco;36312;"29°23'06.18715409""N";"13°30'30.79622548""W";7/12/2023
210044300;Playa Caleta del Sebo;Teguise;Lanzarote;Las Palmas;null;null;;Playa;No;No;null;null;null;null;No;No;Si;No;No;No;No;No;No;;;Arena;Dorada;;;;entre 20.000 y 100.000;"29°13'48.66426052""N";"13°30'14.53790203""W";7/12/2023
211040200;Playa de Guacimeta;Tías;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"1050";"15";Arena;Blanca;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°56'13.47348403""N";"13°36'30.85287843""W";20/3/2025
211048100;Playa Lima;Tías;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;Si;null;null;null;null;Si;No;No;No;No;No;No;No;No;"900";"35";Roca / Grava / Arena;Blanca;Aguas tranquilas / Ventosa;Semiurbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°56'01.87770113""N";"13°36'46.47127360""W";20/3/2025
211048200;Playa Matagorda;Tías;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;Si;Si;null;null;null;null;Si;No;No;No;Si;Si;No;No;No;"840";"40";Arena;Blanca;Aguas tranquilas / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°55'41.22830666""N";"13°37'32.83996956""W";20/3/2025
211048300;Playa los Pocillos;Tías;Lanzarote;Las Palmas;Alto;Alta;Medio;Playa;Si;Si;null;null;null;null;Si;Si;Si;Si;Si;Si;Si;Si;Si;"1230";"150";Arena;Blanca;Aguas tranquilas / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°55'41.28731363""N";"13°38'00.90959294""W";20/3/2025
211048400;Playa La Peñita;Tías;Lanzarote;Las Palmas;Bajo;Baja;Bajo;Playa;No;No;null;null;null;null;Si;No;No;No;Si;Si;No;No;Si;"450";"30";Roca / Bolos / Arena;Blanca;Aguas tranquilas / Ventosa;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°55'15.23471279""N";"13°38'23.79476109""W";20/3/2025
211048500;Playa El Barranquillo;Tías;Lanzarote;Las Palmas;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"75";"5";Roca / Arena;Blanca;Aguas tranquilas;Urbana;A pie fácil / Coche;entre 20.000 y 100.000;"28°55'10.64693249""N";"13°38'40.67591201""W";20/3/2025
211048600;Playa La Peña del Dice;Tías;Lanzarote;Las Palmas;Bajo;Baja;Bajo;ZBM;No;No;null;null;null;null;Si;No;No;Si;No;No;No;No;No;"100";"10";Roca / Arena;Dorada;Aguas tranquilas;Urbana;A pie difícil;entre 20.000 y 100.000;"28°55'11.47321511""N";"13°38'56.83745037""W";20/3/2025
